title,aliases,year,month,category,ep,tid,replies,views,post_time,votes1,votes2,votes3,votes4,votes5,message,score,standard_deviation
剑风传奇(2016),,2016,7,TV,12,1333109,12,25207,2016-9-16 22:48,16,40,31,5,4,,61.4583,0.9614
最终幻想15 王者之剑,,2016,7,MOV,1,1331498,9,25234,2016-9-11 22:05,18,52,17,2,6,,77.8947,0.9860
最终幻想7 降临之子,,2005,9,MOV,1,1331497,9,24785,2016-9-11 22:04,45,31,5,4,0,,137.6471,0.7967
海洋之歌,,2014,12,MOV,1,1322787,3,22442,2016-8-22 19:50,29,14,4,0,0,,153.1915,0.6475
机动战士高达0083：“星尘”行动的回忆,,1991,5,OVA,13,1320904,59,34537,2016-8-16 09:34,102,60,12,7,14,,117.4359,1.1593
星之梦,,2016,7,WEB,5,1317789,8,25316,2016-8-4 18:49,73,40,14,0,2,,141.0853,0.8032
东京教父,,2003,11,MOV,1,1316999,9,29414,2016-8-2 00:13,141,25,3,1,0,,180.0000,0.4802
千年女优,,2001,7,MOV,1,1316655,47,46038,2016-7-31 21:04,464,36,7,0,5,,186.3281,0.5124
Precure All-Stars 大家一起唱响♪奇迹的魔法!,,2016,3,MOV,1,1313282,1,20366,2016-7-21 00:04,6,1,1,0,1,,122.2222,1.3147
剑风传奇(1997),,1997,10,TV,25,1299756,2,29755,2016-7-8 21:27,39,11,1,0,0,,174.5098,0.4787
大鱼海棠,,2016,7,MOV,1,1299713,36,34078,2016-7-8 18:32,12,32,31,35,122,,-96.1207,1.2943
Anne Happy(Unhappy),,2016,4,TV,12,1297443,5,22722,2016-7-6 03:19,12,18,9,6,2,,68.0851,1.1129
鬼斩,,2016,4,TV,13,1293447,0,22923,2016-7-1 21:39,15,0,2,0,0,,176.4706,0.6444
暗杀教室 第二季,,2016,1,TV,25,1293430,6,24755,2016-7-1 19:26,34,12,4,0,2,,146.1538,0.9295
妖精的尾巴 第二期,,2014,4,TV,102,1293429,0,20150,2016-7-1 19:23,1,0,4,0,0,,40.0000,0.8000
少年女仆,,2016,4,TV,13,1293269,2,21326,2016-7-1 08:40,2,9,1,4,0,,56.2500,0.9980
在下坂本，有何贵干？,,2016,4,TV,12,1293268,27,29626,2016-7-1 08:39,9,38,103,65,28,,-26.7490,0.9805
甲铁城的卡巴内瑞,,2016,4,TV,12,1292228,75,57788,2016-7-1 00:38,9,42,236,109,145,,-62.6617,1.0125
境界触发者,,2014,10,TV,73,1292203,2,22028,2016-6-30 22:22,4,7,1,1,0,,107.6923,0.8285
百武装战记,,2016,4,TV,12,1292190,2,21369,2016-6-30 21:18,1,0,6,1,6,,-78.5714,1.2059
美少女战士Crystal 第三季,,2016,4,TV,13,1290466,2,23323,2016-6-29 00:35,9,17,1,0,1,,117.8571,0.8042
美少女战士Crystal,,2014,7,WEB,26,1290465,0,20807,2016-6-29 00:34,0,2,2,3,0,,-14.2857,0.8330
12岁。小小的胸口心跳加速,,2016,4,TV,13,1290464,3,22965,2016-6-29 00:29,7,7,4,7,3,,28.5714,1.3590
三者三叶,,2016,4,TV,12,1290463,7,23597,2016-6-29 00:28,28,27,5,2,0,,130.6452,0.7532
我的英雄学院,,2016,4,TV,13,1290457,17,29751,2016-6-28 23:57,80,74,19,8,8,,111.1111,1.0304
田中君总是如此慵懒,,2016,4,TV,12,1289685,11,23417,2016-6-26 15:23,24,27,7,3,2,,107.9365,0.9808
高校舰队,,2016,4,TV,12,1289678,23,27119,2016-6-26 14:52,18,79,34,15,5,,59.6026,0.9362
羁绊者,,2016,4,TV,12,1289676,17,27062,2016-6-26 14:37,27,74,34,13,1,,75.8389,0.8720
飞翔的魔女,,2016,4,TV,12,1289653,40,43021,2016-6-26 12:37,255,68,8,2,3,,169.6429,0.6339
火星异种 REVENGE,,2016,4,TV,13,1289547,2,21306,2016-6-25 21:02,0,0,7,3,6,,-93.7500,0.8992
为美好的世界献上祝福！OAD,,2016,6,OVA,1,1289545,18,30377,2016-6-25 20:33,155,44,9,3,4,,159.5349,0.7947
潮与虎,,2015,7,TV,39,1289544,1,21772,2016-6-25 20:33,2,13,11,2,2,,36.6667,0.9481
线上游戏的老婆不可能是女生？,,2016,4,TV,12,1289533,17,24884,2016-6-25 20:02,7,44,48,16,11,,15.8730,1.0111
文豪野犬,,2016,4,TV,12,1289530,8,25137,2016-6-25 19:39,4,15,22,13,11,,-18.4615,1.1488
鬼牌游戏,,2016,4,TV,12,1289528,6,23453,2016-6-25 19:24,7,45,19,11,5,,43.6782,1.0023
爆音少女!!,,2016,4,TV,12,1289525,5,24503,2016-6-25 19:13,16,16,10,2,8,,57.6923,1.3636
学战都市Asterisk 第二季,,2016,4,TV,12,1289523,3,22049,2016-6-25 19:05,2,5,17,5,2,,0.0000,0.9158
学战都市Asterisk,,2015,10,TV,12,1289519,5,21790,2016-6-25 19:01,0,6,16,2,3,,-7.4074,0.8575
至高指令,,2016,4,TV,10,1289514,4,23647,2016-6-25 18:29,4,0,8,4,39,,-134.5455,1.1789
机动战士高达 雷霆宙域,,2015,12,WEB,4,1289507,10,25521,2016-6-25 18:18,88,38,3,1,2,,158.3333,0.7182
宇宙巡警露露子,,2016,4,TV,13,1289370,32,31422,2016-6-24 23:18,218,82,17,3,1,,159.8131,0.6631
熊巫女,,2016,4,TV,12,1288858,41,33018,2016-6-22 19:50,9,31,36,33,101,,-88.5714,1.2710
Concrete Revolutio 超人幻想 THE LAST SONG,,2016,4,TV,11,1288230,28,27821,2016-6-20 15:57,77,88,36,11,4,,103.2407,0.9447
迷家,,2016,4,TV,12,1288228,53,38220,2016-6-20 15:55,8,7,25,44,253,,-156.3798,0.8965
海底总动员2：多莉去哪儿,,2016,6,MOV,1,1288226,0,21197,2016-6-20 15:54,1,3,4,0,1,,33.3333,1.0541
少女与战车 剧场版,,2015,11,MOV,1,1281078,57,51936,2016-5-28 02:33,588,52,6,4,9,,183.0046,0.5997
光之美少女SplashStar,,2006,4,TV,49,1278515,2,24681,2016-5-22 08:19,11,3,1,0,0,,166.6667,0.5963
愤怒的小鸟,,2016,5,MOV,1,1278506,2,21225,2016-5-22 03:51,3,9,1,0,1,,92.8571,0.9610
赤发白雪姬 第二季,,2016,1,TV,12,1248828,3,23615,2016-4-9 20:36,17,13,6,0,0,,130.5556,0.7386
赤发白雪姬,,2015,7,TV,12,1248827,1,22721,2016-4-9 20:35,7,14,10,1,0,,84.3750,0.7949
K 诸王归来,,2015,10,TV,13,1248817,5,22604,2016-4-9 19:37,2,3,6,6,17,,-97.0588,1.2482
重装武器,,2015,10,TV,24,1248816,10,22671,2016-4-9 19:35,4,24,2,2,0,,93.7500,0.6585
亚人,,2016,1,TV,13,1248808,7,25739,2016-4-9 19:02,35,64,9,4,3,,107.8261,0.8663
BattleSpirits烈火魂,,2015,4,TV,51,1248071,1,20344,2016-4-6 14:35,0,0,1,1,0,,-50.0000,0.5000
钻石王牌 第二季,,2015,4,TV,51,1247744,1,22569,2016-4-5 01:03,10,11,1,0,0,,140.9091,0.5768
Code Geass 亡国的阿基德,,2012,8,MOV,5,1247742,19,26939,2016-4-5 00:34,3,6,19,18,68,,-124.5614,1.0725
银魂 第三季,,2015,4,TV,51,1247732,3,23289,2016-4-4 23:20,7,14,5,1,4,,61.2903,1.2360
排球少年 第二季,,2015,10,TV,25,1247691,6,27689,2016-4-4 20:38,118,9,1,1,3,,180.3030,0.7011
最弱无败神装机龙,,2016,1,TV,12,1247660,2,22160,2016-4-4 18:11,1,10,12,5,2,,10.0000,0.9434
红壳的潘多拉,,2016,1,TV,12,1247659,8,24116,2016-4-4 18:09,10,24,11,3,0,,85.4167,0.8162
告诉我！辣妹子酱,,2016,1,TV,12,1247652,6,23285,2016-4-4 17:32,16,34,3,1,0,,120.3704,0.6200
真实之泪,,2008,1,TV,13,1247629,35,35496,2016-4-4 14:57,252,57,21,0,4,,165.5689,0.7037
Suite光之美少女♪夺回来！连结内心的奇迹之音,,2011,10,MOV,1,1247344,1,20748,2016-4-3 08:30,4,7,3,0,0,,107.1429,0.7035
昭和元禄落语心中,,2016,1,TV,13,1244493,21,34795,2016-4-2 03:32,174,29,2,1,0,,182.5243,0.4390
心灵想要大声呼喊,,2015,9,MOV,1,1244381,30,27563,2016-4-2 03:15,52,80,35,7,4,,94.9438,0.9197
从前有座灵剑山,,2016,1,TV,12,1243939,0,22375,2016-4-2 02:10,5,3,3,0,18,,-79.3103,1.6269
维度战记,,2016,1,TV,12,1243932,17,28170,2016-4-2 02:09,18,59,15,13,1,,75.4717,0.9092
粗点心战争,,2016,1,TV,12,1243923,13,25590,2016-4-2 02:08,21,48,28,9,3,,68.8073,0.9645
无彩限的怪灵世界,,2016,1,TV,13,1243599,23,38281,2016-4-2 01:02,5,41,78,48,19,,-18.3246,0.9670
阿松,,2015,10,TV,25,1234928,11,27590,2016-3-29 01:20,89,42,7,4,4,,142.4658,0.9129
灰与幻想的格林姆迦尔,,2016,1,TV,12,1232430,42,44459,2016-3-28 01:52,180,116,24,7,5,,138.2530,0.8295
历物语,,2016,1,WEB,12,1232426,9,25554,2016-3-28 01:30,15,26,19,3,0,,84.1270,0.8396
传颂之物 虚伪的假面,,2015,10,TV,25,1232425,13,26229,2016-3-28 01:23,1,18,25,15,27,,-56.9767,1.1668
无头骑士异闻录 DuRaRaRa!!×2 结,,2016,1,TV,12,1232424,7,23880,2016-3-28 01:17,6,30,14,3,7,,41.6667,1.1149
无头骑士异闻录 DuRaRaRa!!×2 转,,2015,7,TV,12,1232423,1,21778,2016-3-28 01:16,5,20,11,4,3,,46.5116,1.0421
鲁邦三世S4,,2015,10,TV,24,1232422,6,27020,2016-3-28 00:59,44,12,1,0,0,,175.4386,0.4694
机动战士高达 铁血的奥尔芬斯第一季,,2015,10,TV,25,1230880,49,42459,2016-3-27 17:43,56,132,74,27,103,,2.8061,1.4238
ACTIVE RAID 机动强袭室第八组 第1期,,2016,1,TV,12,1229433,11,26729,2016-3-26 02:58,11,36,16,4,0,,80.5970,0.7773
苍穹之战神EXODUS 第2期,,2015,10,TV,13,1229365,13,27739,2016-3-25 19:42,89,21,0,1,1,,175.0000,0.5901
创圣的大天使LOGOS,,2015,7,TV,26,1229364,3,21729,2016-3-25 19:39,0,0,2,2,19,,-173.9130,0.6056
只有我不在的街道,,2016,1,TV,12,1229363,42,41642,2016-3-25 19:35,113,161,25,9,9,,113.5647,0.8866
少女たちは荒野を目指す,,2016,1,TV,12,1229155,10,25295,2016-3-25 00:30,5,4,17,11,18,,-60.0000,1.2591
为美好的世界献上祝福！,,2016,1,TV,10,1229153,51,51651,2016-3-25 00:26,301,125,31,6,3,,153.4335,0.7324
ハルチカ,,2016,1,TV,12,1229148,12,25297,2016-3-25 00:23,9,34,24,19,12,,9.1837,1.1788
和谐,,2015,11,MOV,1,1221003,11,27958,2016-3-19 02:04,9,13,23,14,2,,21.3115,1.0576
战斗之魂·少年激霸弹,,2009,9,TV,50,1220236,0,21291,2016-3-16 10:43,6,0,1,0,1,,125.0000,1.3919
疯狂动物城,,2016,3,MOV,1,1217512,35,36031,2016-3-5 19:51,237,107,27,5,7,,146.7363,0.8292
怪 〜ayakashi〜,,2006,1,TV,11,1216239,4,22630,2016-2-29 21:57,14,7,0,0,0,,166.6667,0.4714
心跳！光之美少女 心跳Q娃,,2013,2,TV,49,1215905,22,31661,2016-2-28 18:15,74,27,11,1,13,,117.4603,1.2667
怪物之子,,2015,7,MOV,1,1215786,8,25285,2016-2-28 01:47,3,52,29,7,0,,56.0440,0.6827
尸者的帝国,,2015,10,MOV,1,1210783,14,26333,2016-2-6 01:07,7,8,44,17,10,,-17.4419,1.0252
GO!公主Q娃,,2015,2,TV,50,1209832,12,26719,2016-2-1 18:40,72,27,4,1,2,,156.6038,0.7773
功夫熊猫3,,2016,1,MOV,1,1209613,5,23815,2016-1-31 22:41,5,23,13,1,1,,69.7674,0.7934
"Wake Up, Girls!续·剧场版",,2015,9,MOV,2,1202537,6,25221,2016-1-4 20:12,9,17,11,0,1,,86.8421,0.8636
小门神,,2016,1,MOV,1,1202068,3,22965,2016-1-2 21:01,1,4,3,3,3,,-21.4286,1.2637
Concrete Revolutio 超人幻想,,2015,10,TV,13,1200658,18,30398,2015-12-27 22:38,128,70,8,6,4,,144.4444,0.8425
女武神驱动,,2015,10,TV,12,1200537,3,23100,2015-12-27 14:08,11,11,14,2,0,,81.5789,0.9135
我被抓到贵族女校当“庶民样本”,,2015,10,TV,12,1199846,5,25174,2015-12-26 23:01,4,7,10,15,21,,-73.6842,1.2639
骇客娃娃,,2015,10,TV,12,1199774,7,24009,2015-12-26 17:38,53,25,12,0,0,,145.5556,0.7174
落第骑士英雄谭,,2015,10,TV,12,1199236,18,28639,2015-12-25 23:36,35,74,17,6,4,,95.5882,0.9064
终物语,,2015,10,TV,12,1195710,13,29034,2015-12-23 22:13,63,40,8,1,1,,144.2478,0.7400
全部成为F THE PERFECT INSIDER,,2015,10,TV,11,1195704,17,28064,2015-12-23 21:52,34,88,18,9,3,,92.7632,0.8668
一拳超人,,2015,10,TV,12,1188709,45,46356,2015-12-21 12:24,426,99,18,6,10,,165.4741,0.7547
百日红～Miss HOKUSAI～,,2015,5,MOV,1,1175696,2,24923,2015-11-27 00:12,11,14,3,1,0,,120.6897,0.7602
真人版 次世代机动警察 首都决战,,2015,10,MOV,1,1174629,1,24228,2015-11-24 00:39,10,13,3,0,1,,114.8148,0.8904
真人版 次世代机动警察,,2014,4,MOV,12,1174628,2,26047,2015-11-24 00:34,25,2,2,0,3,,143.7500,1.2231
史努比 花生漫画大电影,,2015,11,MOV,1,1173034,2,21867,2015-11-17 23:59,3,2,1,0,0,,133.3333,0.7454
魂狩,,2001,4,TV,13,1169742,1,22934,2015-11-5 22:23,14,6,1,1,0,,150.0000,0.7833
机器人少女Z 第二季,,2015,5,TV,6,1165770,2,21652,2015-10-25 23:54,12,3,1,0,0,,168.7500,0.5830
小王子,,2015,7,MOV,1,1163627,3,24057,2015-10-17 21:45,4,6,5,0,0,,93.3333,0.7717
偶像大师灰姑娘女孩 第二季,,2015,7,TV,12,1163433,16,29622,2015-10-17 00:22,46,20,8,8,3,,115.2941,1.1428
头脑特工队,,2015,6,MOV,1,1161708,18,28789,2015-10-10 20:21,74,28,3,1,3,,155.0459,0.8293
花与爱丽丝杀人事件,,2015,2,MOV,1,1161182,9,26982,2015-10-8 23:11,44,22,4,1,0,,153.5211,0.6678
忍者杀手 From Animation,,2015,4,WEB,26,1161172,18,34052,2015-10-8 22:40,163,18,4,1,6,,172.3958,0.8048
K: 失踪的国王,,2014,7,MOV,1,1160162,2,22043,2015-10-5 09:14,1,6,6,0,3,,12.5000,1.1659
若叶女孩,,2015,7,TV,13,1160161,4,22826,2015-10-5 08:59,7,14,3,0,0,,116.6667,0.6236
群居姐妹,,2015,7,TV,13,1160160,1,22001,2015-10-5 08:54,4,2,4,0,1,,72.7273,1.2129
魔物娘的同居日常,,2015,7,TV,12,1160158,8,26410,2015-10-5 08:50,16,25,6,5,0,,100.0000,0.8987
GATE奇幻自卫队,,2015,7,TV,10,1160156,12,25193,2015-10-5 08:45,6,36,14,5,8,,39.1304,1.1192
亚尔斯兰战记,,2015,4,TV,25,1160153,5,24426,2015-10-5 08:38,5,24,17,9,5,,25.0000,1.0743
干物妹！小埋,,2015,7,TV,13,1159937,11,31010,2015-10-4 04:29,37,86,60,27,22,,38.3621,1.1650
战姬绝唱SYMPHOGEAR GX,,2015,7,TV,13,1159935,10,26970,2015-10-4 04:15,17,36,13,2,3,,87.3239,0.9484
圣斗士星矢 黄金魂,,2015,4,TV,13,1159934,0,21920,2015-10-4 04:04,0,5,9,4,2,,-15.0000,0.9097
Fate/kaleid liner 魔法少女☆伊莉雅2wei Herz!,,2015,7,TV,10,1159931,5,25108,2015-10-4 03:46,28,38,6,0,1,,126.0274,0.7220
悠哉日常大王 Repeat,,2015,7,TV,12,1159930,14,27590,2015-10-4 03:35,143,29,4,0,1,,176.8362,0.5394
食戟之灵,,2015,4,TV,24,1159928,8,25999,2015-10-4 03:17,45,52,14,0,3,,119.2982,0.8468
OVERLORD 不死者之王,,2015,7,TV,13,1159926,21,30591,2015-10-4 03:12,45,110,58,3,10,,78.3186,0.9274
那就是声优！,,2015,7,TV,13,1159924,9,24803,2015-10-4 03:05,18,51,16,2,0,,97.7011,0.6944
没有黄段子的无聊世界,,2015,7,TV,12,1159923,8,25711,2015-10-4 03:01,3,18,49,32,27,,-48.0620,1.0425
教室☆危机,,2015,7,TV,13,1159921,5,24581,2015-10-4 02:57,18,47,16,2,2,,90.5882,0.8349
乱步奇谭 Game of Laplace,,2015,7,TV,11,1159920,12,26233,2015-10-4 02:49,3,16,13,19,46,,-91.7526,1.2408
CHAOS DRAGON 赤龙战役,,2015,7,TV,12,1159919,16,27484,2015-10-4 02:45,1,1,4,1,107,,-185.9649,0.5905
噬神者,,2015,7,TV,9,1159917,5,23182,2015-10-4 02:33,7,19,9,2,2,,69.2308,0.9911
城下町的蒲公英,,2015,7,TV,12,1158655,9,24148,2015-9-28 19:50,9,44,5,1,2,,93.4426,0.7654
科学小飞侠,,2015,7,TV,12,1158653,6,25799,2015-9-28 19:38,51,17,7,2,0,,151.9481,0.7663
夏洛特,,2015,7,TV,13,1158398,83,53304,2015-9-27 21:40,15,24,59,84,405,,-143.1005,0.9991
監獄学園,,2015,7,TV,12,1158183,29,34384,2015-9-26 21:28,208,50,11,7,5,,159.7865,0.8257
学园孤岛,,2015,7,TV,12,1157950,16,26845,2015-9-25 18:49,12,49,34,5,3,,60.1942,0.8628
六花的勇者,,2015,7,TV,12,1156321,35,26996,2015-9-20 17:38,19,83,57,19,13,,39.7906,1.0227
长门有希酱的消失,,2015,4,TV,16,1137550,19,29703,2015-7-24 20:57,3,29,27,10,3,,26.3889,0.8974
浦和的小调,,2015,4,TV,12,1137549,1,20999,2015-7-24 20:56,3,1,1,1,3,,0.0000,1.6997
御神乐学园组曲,,2015,4,TV,12,1137548,2,22285,2015-7-24 20:54,1,8,12,3,2,,11.5385,0.9334
我是高宫茄乃!,,2015,4,TV,12,1137547,2,21809,2015-7-24 20:52,3,3,5,0,0,,81.8182,0.8332
伪恋:,,2015,4,TV,13,1137546,10,25647,2015-7-24 20:52,4,26,29,2,2,,44.4444,0.7924
双枪激斗,,2015,4,TV,12,1137545,1,22586,2015-7-24 20:51,0,1,3,1,1,,-33.3333,0.9428
女高网球部 第4期,,2015,4,TV,12,1137544,2,22131,2015-7-24 20:51,10,3,1,0,0,,164.2857,0.6103
魔法少女奈叶ViVid,,2015,4,TV,12,1137542,6,26153,2015-7-24 20:46,0,4,16,5,3,,-25.0000,0.8292
灵感少女,,2015,4,TV,13,1137541,1,21451,2015-7-24 20:46,5,4,3,3,1,,56.2500,1.2732
攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,,2015,4,TV,10,1137540,4,24507,2015-7-24 20:45,9,18,7,0,2,,88.8889,0.9655
歌之王子殿下 真爱革命,,2015,4,TV,13,1137537,0,21099,2015-7-24 20:44,2,1,4,2,1,,10.0000,1.2207
干支魂,,2015,4,TV,12,1137535,4,23489,2015-7-24 20:43,6,6,6,2,0,,80.0000,0.9798
恶魔高校D×D BorN,,2015,4,TV,12,1137534,1,23046,2015-7-24 20:42,0,5,9,1,1,,12.5000,0.7806
侦探歌剧 少女福尔摩斯TD,,2015,1,TV,12,1137257,0,21490,2015-7-23 21:34,0,1,3,2,0,,-16.6667,0.6872
战国无双,,2015,1,TV,12,1137256,2,22369,2015-7-23 21:33,0,1,2,3,1,,-57.1429,0.9035
元气少女缘结神◎,,2015,1,TV,12,1137254,0,21385,2015-7-23 21:33,2,5,5,0,1,,53.8462,1.0088
血型君!2,,2015,1,TV,13,1137253,0,21587,2015-7-23 21:32,0,1,4,1,0,,0.0000,0.5774
新妹魔王的契约者,,2015,1,TV,12,1137252,0,22004,2015-7-23 21:31,0,1,7,7,2,,-58.8235,0.7715
少年好莱坞-HOLLY STAGE FOR 50-,,2015,1,TV,13,1137251,0,22286,2015-7-23 21:30,0,0,1,0,1,,-100.0000,1.0000
军人少女!,,2015,1,TV,12,1137250,0,21270,2015-7-23 21:27,0,0,5,0,4,,-88.8889,0.9938
黑子的篮球(第3期),,2015,1,TV,25,1137249,1,21600,2015-7-23 21:26,0,8,7,0,5,,-10.0000,1.1790
铳皇无尽的法夫纳,,2015,1,TV,12,1137248,0,20889,2015-7-23 21:25,0,1,1,2,2,,-83.3333,1.0672
苍穹之战神EXODUS(第1期),,2015,1,TV,13,1137247,4,30540,2015-7-23 21:23,150,13,4,0,2,,182.8402,0.5758
依丝卡,,2015,1,TV,10,1137246,1,21210,2015-7-23 21:22,0,1,2,4,5,,-108.3333,0.9538
伪恋,,2014,1,TV,20,1136886,3,23501,2015-7-22 14:47,6,25,7,1,0,,92.3077,0.6557
牙狼〈GARO〉-炎之刻印-,,2014,10,TV,24,1136762,2,27691,2015-7-22 03:26,26,27,6,0,1,,128.3333,0.7766
寻找失去的未来,,2014,10,TV,12,1136761,1,22771,2015-7-22 03:25,4,5,2,4,2,,29.4118,1.3619
笑傲昙天,,2014,10,TV,12,1136760,2,22608,2015-7-22 03:25,0,0,6,0,2,,-50.0000,0.8660
我家浴室的现况,,2014,10,TV,13,1136759,0,21603,2015-7-22 03:24,0,0,2,3,1,,-83.3333,0.6872
我，要成为双马尾,,2014,10,TV,12,1136758,7,25058,2015-7-22 03:23,2,22,9,9,11,,-9.4340,1.2479
天体的秩序,,2014,10,TV,13,1136757,8,24339,2015-7-22 03:19,14,17,15,6,4,,55.3571,1.1790
情热传说～导师的黎明～,,2014,12,TV,1,1136756,1,22623,2015-7-22 03:18,0,2,8,0,0,,20.0000,0.4000
凭物语,,2014,12,TV,4,1136755,8,25953,2015-7-22 03:17,19,25,10,1,1,,107.1429,0.8631
魔术快斗1412,,2014,10,TV,24,1136754,0,23758,2015-7-22 03:16,0,8,3,4,0,,26.6667,0.8537
魔弹之王与战姬,,2014,10,TV,13,1136753,5,23184,2015-7-22 03:15,2,12,5,5,2,,26.9231,1.0940
名侦探柯南:江户川柯南失踪事件~史上最惨的两...,,2014,12,TV,1,1136752,1,32553,2015-7-22 03:10,1,2,5,1,1,,10.0000,1.0440
临时女友,,2014,10,TV,12,1136751,1,21267,2015-7-22 03:08,0,2,3,2,0,,0.0000,0.7559
狼少女和黑王子,,2014,10,TV,12,1136750,1,21199,2015-7-22 03:05,0,0,7,2,1,,-40.0000,0.6633
记录的地平线(第2季),,2014,10,TV,25,1136749,7,25834,2015-7-22 03:04,10,43,5,3,2,,88.8889,0.8378
棺姬嘉依卡 AVENGING BATTLE,,2014,10,TV,10,1136748,5,25701,2015-7-22 03:03,1,22,19,0,0,,57.1429,0.5408
电器街的漫画店,,2014,10,TV,12,1136746,2,23422,2015-7-22 02:55,5,12,11,5,3,,30.5556,1.1259
电波少女与钱仙大人,,2014,10,TV,12,1136745,1,20983,2015-7-22 02:54,2,6,5,3,0,,43.7500,0.9333
大图书馆的牧羊人,,2014,10,TV,12,1136744,4,24189,2015-7-22 02:52,4,5,11,3,1,,33.3333,1.0274
虫师 序章(第2期),,2014,10,TV,10,1136743,1,26674,2015-7-22 02:51,65,15,0,0,2,,171.9512,0.7032
Trinity Seven,,2014,10,TV,12,1136742,1,21780,2015-7-22 02:50,1,0,5,4,1,,-36.3636,0.9791
全职猎人(2011),,2011,10,TV,148,1136421,8,29976,2015-7-20 21:02,66,19,4,0,2,,161.5385,0.7670
向山进发 第二季,,2014,7,TV,24,1136382,6,25772,2015-7-20 18:19,43,12,4,1,1,,155.7377,0.8203
每度!浦安铁筋家族,,2014,7,TV,24,1136380,0,25131,2015-7-20 18:16,1,2,2,1,1,,14.2857,1.2454
法兰雀丝卡,,2014,7,TV,24,1136379,0,21906,2015-7-20 18:14,1,1,2,0,1,,20.0000,1.3266
白银的意志 ARGEVOLLEN,,2014,7,TV,24,1136376,1,23137,2015-7-20 18:10,2,8,3,3,3,,15.7895,1.2675
Lady 宝石宠物,,2014,4,TV,52,1136375,3,22611,2015-7-20 18:07,0,7,2,0,0,,77.7778,0.4157
魔神之骨,,2014,4,TV,52,1136374,1,22184,2015-7-20 18:05,2,1,0,0,0,,166.6667,0.4714
Happiness Charge 光之美少女!,,2014,2,TV,49,1136373,12,28800,2015-7-20 18:02,3,6,9,5,19,,-73.8095,1.3462
七龙珠改（第2期）,,2014,4,TV,61,1136371,1,20921,2015-7-20 17:59,1,1,2,0,0,,75.0000,0.8292
七龙珠改（第1期）,,2009,4,TV,98,1136369,1,21113,2015-7-20 17:57,1,1,1,0,0,,100.0000,0.8165
钻石王牌,,2013,10,TV,75,1136368,1,25254,2015-7-20 17:52,22,7,1,0,1,,158.0645,0.8337
西游记之大圣归来,,2015,7,MOV,1,1134512,19,30874,2015-7-13 00:04,71,121,21,10,15,,93.6975,1.0573
选择扩散者WIXOSS,,2014,10,TV,12,1133315,6,26194,2015-7-8 03:11,25,25,5,3,0,,124.1379,0.8160
摸索吧！部活剧 外传 和噗噜噗噜夏露姆一起...,,2015,4,TV,12,1133313,6,24760,2015-7-8 02:12,13,19,1,0,0,,136.3636,0.5404
今天的明日香秀,,2012,8,WEB,20,1133308,3,22801,2015-7-8 01:11,9,4,1,1,0,,140.0000,0.8794
公立海老栖川高中天闷部,,2012,7,TV,11,1133307,1,22038,2015-7-8 00:53,5,8,7,0,0,,90.0000,0.7681
萤火之森,,2011,9,MOV,1,1133303,4,24597,2015-7-8 00:23,7,29,12,1,1,,80.0000,0.7746
CLANNAD,,2007,10,TV,24,1133295,12,29551,2015-7-7 23:51,112,39,25,8,7,,126.1780,1.0706
真盖塔机器人 世界最后之日,,1998,8,OVA,13,1133291,12,31105,2015-7-7 23:22,92,12,4,0,1,,177.9817,0.5960
Chargeman研！,,1973,7,TV,65,1133282,12,28505,2015-7-7 22:50,55,1,1,2,5,,154.6875,1.1849
寒蝉鸣泣之时煌,,2011,7,OVA,4,1133273,2,23256,2015-7-7 22:29,1,5,21,1,2,,6.6667,0.7717
寒蝉鸣泣之时礼,,2009,2,OVA,5,1133268,1,22654,2015-7-7 22:00,5,15,5,1,0,,92.3077,0.7298
寒蝉鸣泣之时解,,2007,7,TV,24,1133267,4,25695,2015-7-7 21:40,62,22,12,1,1,,145.9184,0.8227
寒蝉鸣泣之时,,2006,4,TV,26,1133264,8,26881,2015-7-7 21:20,115,37,7,1,1,,163.9752,0.6552
Fate/stay night [Unlimited Blade Works] 第1季,,2014,10,TV,12,1133071,11,27222,2015-7-7 10:33,16,84,74,8,8,,48.4211,0.8689
血界战线(幻界战线),,2015,4,TV,11,1132980,26,32064,2015-7-6 21:15,91,64,41,11,7,,103.2710,1.0563
SHOW BY ROCK!!,,2015,4,TV,12,1132975,8,25095,2015-7-6 21:09,32,42,16,0,0,,117.7778,0.7083
灰色的乐园,,2015,4,TV,10,1132969,2,23943,2015-7-6 20:57,23,29,9,0,0,,122.9508,0.6870
灰色的迷宫,,2015,4,TV,1,1132968,0,22865,2015-7-6 20:57,13,16,7,0,2,,100.0000,1.0000
放学后的昴宿星团,,2015,4,TV,12,1132963,26,31951,2015-7-6 20:49,123,17,9,1,2,,169.7368,0.7258
Punch Line,,2015,4,TV,12,1132962,14,26725,2015-7-6 20:44,12,66,27,12,3,,60.0000,0.8888
暗杀教室,,2015,1,TV,22,1132948,5,25033,2015-7-6 19:34,7,31,15,16,0,,42.0290,0.9541
JOJO的奇妙冒险 星尘斗士 埃及篇,,2015,1,TV,24,1132946,15,34018,2015-7-6 19:31,247,37,5,2,3,,177.8912,0.6079
山田君与7人魔女,,2015,4,TV,10,1132945,8,25383,2015-7-6 19:29,3,12,31,3,2,,21.5686,0.7998
